time(mS),current(pA)
19.34375,4177.03125
19.375,4178.125
19.40625,4179.21875
19.4375,4180.3125
19.46875,4181.40625
19.5,4182.5
19.53125,4183.59375
19.5625,4184.6875
19.59375,4185.78125
19.625,4186.875
19.65625,4187.96875
19.6875,4189.0625
19.71875,4190.15625
19.75,4191.25
19.78125,4192.34375
19.8125,4193.4375
19.84375,4194.53125
19.875,4195.625
19.90625,4196.71875
19.9375,4197.8125
19.96875,4198.90625
20.0,4200.0
20.03125,4201.09375
20.0625,4202.1875
20.09375,4203.28125
20.125,4204.375
20.15625,4205.46875
20.1875,4206.5625
20.21875,4207.65625
20.25,4208.75
20.28125,4209.84375
20.3125,4210.9375
20.34375,4212.03125
20.375,4213.125
20.40625,4214.21875
20.4375,4215.3125
20.46875,4216.40625
20.5,4217.5
20.53125,4218.59375
20.5625,4219.6875
20.59375,4220.78125
20.625,4221.875
20.65625,4222.96875
20.6875,4224.0625
20.71875,4225.15625
20.75,4226.25
20.78125,4227.34375
20.8125,4228.4375
20.84375,4229.53125
20.875,4230.625
20.90625,4231.71875
20.9375,4232.8125
20.96875,4233.90625
21.0,4235.0
21.03125,4236.09375
21.0625,4237.1875
21.09375,4238.28125
21.125,4239.375
21.15625,4240.46875
21.1875,4241.5625
21.21875,4242.65625
21.25,4243.75
21.28125,4244.84375
21.3125,4245.9375
21.34375,4247.03125
21.375,4248.125
21.40625,4249.21875
21.4375,4250.3125
21.46875,4251.40625
21.5,4252.5
21.53125,4253.59375
21.5625,4254.6875
21.59375,4255.78125
21.625,4256.875
21.65625,4257.96875
21.6875,4259.0625
21.71875,4260.15625
21.75,4261.25
21.78125,4262.34375
21.8125,4263.4375
21.84375,4264.53125
21.875,4265.625
21.90625,4266.71875
21.9375,4267.8125
21.96875,4268.90625
22.0,4270.0
22.03125,4271.09375
22.0625,4272.1875
22.09375,4273.28125
22.125,4274.375
22.15625,4275.46875
22.1875,4276.5625
22.21875,4277.65625
22.25,4278.75
22.28125,4279.84375
22.3125,4280.9375
22.34375,4282.03125
22.375,4283.125
22.40625,4284.21875
22.4375,4285.3125
22.46875,4286.40625
22.5,4287.5
22.53125,4288.59375
22.5625,4289.6875
22.59375,4290.78125
22.625,4291.875
22.65625,4292.96875
22.6875,4294.0625
22.71875,4295.15625
22.75,4296.25
22.78125,4297.34375
22.8125,4298.4375
22.84375,4299.53125
22.875,4300.625
22.90625,4301.71875
22.9375,4302.8125
22.96875,4303.90625
23.0,4305.0
23.03125,4306.09375
23.0625,4307.1875
23.09375,4308.28125
23.125,4309.375
23.15625,4310.46875
23.1875,4311.5625
23.21875,4312.65625
23.25,4313.75
23.28125,4314.84375
23.3125,4315.9375
23.34375,4317.03125
23.375,4318.125
23.40625,4319.21875
23.4375,4320.3125
23.46875,4321.40625
23.5,4322.5
23.53125,4323.59375
23.5625,4324.6875
23.59375,4325.78125
23.625,4326.875
23.65625,4327.96875
23.6875,4329.0625
23.71875,4330.15625
23.75,4331.25
23.78125,4332.34375
23.8125,4333.4375
23.84375,4334.53125
23.875,4335.625
23.90625,4336.71875
23.9375,4337.8125
23.96875,4338.90625
24.0,4340.0
24.03125,4341.09375
24.0625,4342.1875
24.09375,4343.28125
24.125,4344.375
24.15625,4345.46875
24.1875,4346.5625
24.21875,4347.65625
24.25,4348.75
24.28125,4349.84375
24.3125,4350.9375
24.34375,4352.03125
24.375,4353.125
24.40625,4354.21875
24.4375,4355.3125
24.46875,4356.40625
24.5,4357.5
24.53125,4358.59375
24.5625,4359.6875
24.59375,4360.78125
24.625,4361.875
24.65625,4362.96875
24.6875,4364.0625
24.71875,4365.15625
24.75,4366.25
24.78125,4367.34375
24.8125,4368.4375
24.84375,4369.53125
24.875,4370.625
24.90625,4371.71875
24.9375,4372.8125
24.96875,4373.90625
25.0,4375.0
25.03125,4376.09375
25.0625,4377.1875
25.09375,4378.28125
25.125,4379.375
25.15625,4380.46875
25.1875,4381.5625
25.21875,4382.65625
25.25,4383.75
25.28125,4384.84375
25.3125,4385.9375
25.34375,4387.03125
25.375,4388.125
25.40625,4389.21875
25.4375,4390.3125
25.46875,4391.40625
25.5,4392.5
25.53125,4393.59375
25.5625,4394.6875
25.59375,4395.78125
25.625,4396.875
25.65625,4397.96875
25.6875,4399.0625
25.71875,4400.15625
25.75,4401.25
25.78125,4402.34375
25.8125,4403.4375
25.84375,4404.53125
25.875,4405.625
25.90625,4406.71875
25.9375,4407.8125
25.96875,4408.90625
26.0,4410.0
26.03125,4411.09375
26.0625,4412.1875
26.09375,4413.28125
26.125,4414.375
26.15625,4415.46875
26.1875,4416.5625
26.21875,4417.65625
26.25,4418.75
26.28125,4419.84375
26.3125,4420.9375
26.34375,4422.03125
26.375,4423.125
26.40625,4424.21875
26.4375,4425.3125
26.46875,4426.40625
26.5,4427.5
26.53125,4428.59375
26.5625,4429.6875
26.59375,4430.78125
26.625,4431.875
26.65625,4432.96875
26.6875,4434.0625
26.71875,4435.15625
26.75,4436.25
26.78125,4437.34375
26.8125,4438.4375
26.84375,4439.53125
26.875,4440.625
26.90625,4441.71875
26.9375,4442.8125
26.96875,4443.90625
27.0,4445.0
27.03125,4446.09375
27.0625,4447.1875
27.09375,4448.28125
27.125,4449.375
27.15625,4450.46875
27.1875,4451.5625
27.21875,4452.65625
27.25,4453.75
27.28125,4454.84375
27.3125,4455.9375
27.34375,4457.03125
27.375,4458.125
27.40625,4459.21875
27.4375,4460.3125
27.46875,4461.40625
27.5,4462.5
27.53125,4463.59375
27.5625,4464.6875
27.59375,4465.78125
27.625,4466.875
27.65625,4467.96875
27.6875,4469.0625
27.71875,4470.15625
27.75,4471.25
27.78125,4472.34375
27.8125,4473.4375
27.84375,4474.53125
27.875,4475.625
27.90625,4476.71875
27.9375,4477.8125
27.96875,4478.90625
28.0,4480.0
28.03125,4481.09375
28.0625,4482.1875
28.09375,4483.28125
28.125,4484.375
28.15625,4485.46875
28.1875,4486.5625
28.21875,4487.65625
28.25,4488.75
28.28125,4489.84375
28.3125,4490.9375
28.34375,4492.03125
28.375,4493.125
28.40625,4494.21875
28.4375,4495.3125
28.46875,4496.40625
28.5,4497.5
28.53125,4498.59375
28.5625,4499.6875
28.59375,4500.78125
28.625,4501.875
28.65625,4502.96875
28.6875,4504.0625
28.71875,4505.15625
28.75,4506.25
28.78125,4507.34375
28.8125,4508.4375
28.84375,4509.53125
28.875,4510.625
28.90625,4511.71875
28.9375,4512.8125
28.96875,4513.90625
29.0,4515.0
29.03125,4516.09375
29.0625,4517.1875
29.09375,4518.28125
29.125,4519.375
29.15625,4520.46875
29.1875,4521.5625
29.21875,4522.65625
29.25,4523.75
29.28125,4524.84375
29.3125,4525.9375
29.34375,4527.03125
29.375,4528.125
29.40625,4529.21875
29.4375,4530.3125
29.46875,4531.40625
29.5,4532.5
29.53125,4533.59375
29.5625,4534.6875
29.59375,4535.78125
29.625,4536.875
29.65625,4537.96875
29.6875,4539.0625
29.71875,4540.15625
29.75,4541.25
29.78125,4542.34375
29.8125,4543.4375
29.84375,4544.53125
29.875,4545.625
29.90625,4546.71875
29.9375,4547.8125
29.96875,4548.90625
30.0,4550.0
30.03125,4551.09375
30.0625,4552.1875
30.09375,4553.28125
30.125,4554.375
30.15625,4555.46875
30.1875,4556.5625
30.21875,4557.65625
30.25,4558.75
30.28125,4559.84375
30.3125,4560.9375
30.34375,4562.03125
30.375,4563.125
30.40625,4564.21875
30.4375,4565.3125
30.46875,4566.40625
30.5,4567.5
30.53125,4568.59375
30.5625,4569.6875
30.59375,4570.78125
30.625,4571.875
30.65625,4572.96875
30.6875,4574.0625
30.71875,4575.15625
30.75,4576.25
30.78125,4577.34375
30.8125,4578.4375
30.84375,4579.53125
30.875,4580.625
30.90625,4581.71875
30.9375,4582.8125
30.96875,4583.90625
31.0,4585.0
31.03125,4586.09375
31.0625,4587.1875
31.09375,4588.28125
31.125,4589.375
31.15625,4590.46875
31.1875,4591.5625
31.21875,4592.65625
31.25,4593.75
31.28125,4594.84375
31.3125,4595.9375
31.34375,4597.03125
31.375,4598.125
31.40625,4599.21875
31.4375,4600.3125
31.46875,4601.40625
31.5,4602.5
31.53125,4603.59375
31.5625,4604.6875
31.59375,4605.78125
31.625,4606.875
31.65625,4607.96875
31.6875,4609.0625
31.71875,4610.15625
31.75,4611.25
31.78125,4612.34375
31.8125,4613.4375
31.84375,4614.53125
31.875,4615.625
31.90625,4616.71875
31.9375,4617.8125
31.96875,4618.90625
32.0,4620.0
32.03125,4621.09375
32.0625,4622.1875
32.09375,4623.28125
32.125,4624.375
32.15625,4625.46875
32.1875,4626.5625
32.21875,4627.65625
32.25,4628.75
32.28125,4629.84375
32.3125,4630.9375
32.34375,4632.03125
32.375,4633.125
32.40625,4634.21875
32.4375,4635.3125
32.46875,4636.40625
32.5,4637.5
32.53125,4638.59375
32.5625,4639.6875
32.59375,4640.78125
32.625,4641.875
32.65625,4642.96875
32.6875,4644.0625
32.71875,4645.15625
32.75,4646.25
32.78125,4647.34375
32.8125,4648.4375
32.84375,4649.53125
32.875,4650.625
32.90625,4651.71875
32.9375,4652.8125
32.96875,4653.90625
33.0,4655.0
33.03125,4656.09375
33.0625,4657.1875
33.09375,4658.28125
33.125,4659.375
33.15625,4660.46875
33.1875,4661.5625
33.21875,4662.65625
33.25,4663.75
33.28125,4664.84375
33.3125,4665.9375
33.34375,4667.03125
33.375,4668.125
33.40625,4669.21875
33.4375,4670.3125
33.46875,4671.40625
33.5,4672.5
33.53125,4673.59375
33.5625,4674.6875
33.59375,4675.78125
33.625,4676.875
33.65625,4677.96875
33.6875,4679.0625
33.71875,4680.15625
33.75,4681.25
33.78125,4682.34375
33.8125,4683.4375
33.84375,4684.53125
33.875,4685.625
33.90625,4686.71875
33.9375,4687.8125
33.96875,4688.90625
34.0,4690.0
34.03125,4691.09375
34.0625,4692.1875
34.09375,4693.28125
34.125,4694.375
34.15625,4695.46875
34.1875,4696.5625
34.21875,4697.65625
34.25,4698.75
34.28125,4699.84375
34.3125,4700.9375
34.34375,4702.03125
34.375,4703.125
34.40625,4704.21875
34.4375,4705.3125
34.46875,4706.40625
34.5,4707.5
34.53125,4708.59375
34.5625,4709.6875
34.59375,4710.78125
34.625,4711.875
34.65625,4712.96875
34.6875,4714.0625
34.71875,4715.15625
34.75,4716.25
34.78125,4717.34375
34.8125,4718.4375
34.84375,4719.53125
34.875,4720.625
34.90625,4721.71875
34.9375,4722.8125
34.96875,4723.90625
35.0,4725.0
35.03125,4726.09375
35.0625,4727.1875
35.09375,4728.28125
35.125,4729.375
35.15625,4730.46875
35.1875,4731.5625
35.21875,4732.65625
35.25,4733.75
35.28125,4734.84375
35.3125,4735.9375
35.34375,4737.03125
35.375,4738.125
35.40625,4739.21875
35.4375,4740.3125
35.46875,4741.40625
35.5,4742.5
35.53125,4743.59375
35.5625,4744.6875
35.59375,4745.78125
35.625,4746.875
35.65625,4747.96875
35.6875,4749.0625
35.71875,4750.15625
35.75,4751.25
35.78125,4752.34375
35.8125,4753.4375
35.84375,4754.53125
35.875,4755.625
35.90625,4756.71875
35.9375,4757.8125
35.96875,4758.90625
36.0,4760.0
36.03125,4761.09375
36.0625,4762.1875
36.09375,4763.28125
36.125,4764.375
36.15625,4765.46875
36.1875,4766.5625
36.21875,4767.65625
36.25,4768.75
36.28125,4769.84375
36.3125,4770.9375
36.34375,4772.03125
36.375,4773.125
36.40625,4774.21875
36.4375,4775.3125
36.46875,4776.40625
36.5,4777.5
36.53125,4778.59375
36.5625,4779.6875
36.59375,4780.78125
36.625,4781.875
36.65625,4782.96875
36.6875,4784.0625
36.71875,4785.15625
36.75,4786.25
36.78125,4787.34375
36.8125,4788.4375
36.84375,4789.53125
36.875,4790.625
36.90625,4791.71875
36.9375,4792.8125
36.96875,4793.90625
37.0,4795.0
37.03125,4796.09375
37.0625,4797.1875
37.09375,4798.28125
37.125,4799.375
37.15625,4800.46875
37.1875,4801.5625
37.21875,4802.65625
37.25,4803.75
37.28125,4804.84375
37.3125,4805.9375
37.34375,4807.03125
37.375,4808.125
37.40625,4809.21875
37.4375,4810.3125
37.46875,4811.40625
37.5,4812.5
37.53125,4813.59375
37.5625,4814.6875
37.59375,4815.78125
37.625,4816.875
37.65625,4817.96875
37.6875,4819.0625
37.71875,4820.15625
37.75,4821.25
37.78125,4822.34375
37.8125,4823.4375
37.84375,4824.53125
37.875,4825.625
37.90625,4826.71875
37.9375,4827.8125
37.96875,4828.90625
38.0,4830.0
38.03125,4831.09375
38.0625,4832.1875
38.09375,4833.28125
38.125,4834.375
38.15625,4835.46875
38.1875,4836.5625
38.21875,4837.65625
38.25,4838.75
38.28125,4839.84375
38.3125,4840.9375
38.34375,4842.03125
38.375,4843.125
38.40625,4844.21875
38.4375,4845.3125
38.46875,4846.40625
38.5,4847.5
38.53125,4848.59375
38.5625,4849.6875
38.59375,4850.78125
38.625,4851.875
38.65625,4852.96875
38.6875,4854.0625
38.71875,4855.15625
38.75,4856.25
38.78125,4857.34375
38.8125,4858.4375
38.84375,4859.53125
38.875,4860.625
38.90625,4861.71875
38.9375,4862.8125
38.96875,4863.90625
39.0,4865.0
39.03125,4866.09375
39.0625,4867.1875
39.09375,4868.28125
39.125,4869.375
39.15625,4870.46875
39.1875,4871.5625
39.21875,4872.65625
39.25,4873.75
39.28125,4874.84375
39.3125,4875.9375
39.34375,4877.03125
39.375,4878.125
39.40625,4879.21875
39.4375,4880.3125
39.46875,4881.40625
39.5,4882.5
39.53125,4883.59375
39.5625,4884.6875
39.59375,4885.78125
39.625,4886.875
39.65625,4887.96875
39.6875,4889.0625
39.71875,4890.15625
39.75,4891.25
39.78125,4892.34375
39.8125,4893.4375
39.84375,4894.53125
39.875,4895.625
39.90625,4896.71875
39.9375,4897.8125
39.96875,4898.90625
40.0,4900.0
40.03125,4901.09375
40.0625,4902.1875
40.09375,4903.28125
40.125,4904.375
40.15625,4905.46875
40.1875,4906.5625
40.21875,4907.65625
40.25,4908.75
40.28125,4909.84375
40.3125,4910.9375
40.34375,4912.03125
40.375,4913.125
40.40625,4914.21875
40.4375,4915.3125
40.46875,4916.40625
40.5,4917.5
40.53125,4918.59375
40.5625,4919.6875
40.59375,4920.78125
40.625,4921.875
40.65625,4922.96875
40.6875,4924.0625
40.71875,4925.15625
40.75,4926.25
40.78125,4927.34375
40.8125,4928.4375
40.84375,4929.53125
40.875,4930.625
40.90625,4931.71875
40.9375,4932.8125
40.96875,4933.90625
41.0,4935.0
41.03125,4936.09375
41.0625,4937.1875
41.09375,4938.28125
41.125,4939.375
41.15625,4940.46875
41.1875,4941.5625
41.21875,4942.65625
41.25,4943.75
41.28125,4944.84375
41.3125,4945.9375
41.34375,4947.03125
41.375,4948.125
41.40625,4949.21875
41.4375,4950.3125
41.46875,4951.40625
41.5,4952.5
41.53125,4953.59375
41.5625,4954.6875
41.59375,4955.78125
