time(mS),current(pA)
10.34375,2854.1670267920176
10.375,0.0
10.40625,7918.914725526622
10.4375,1773.9656107150581
10.46875,0.0
10.5,1163.5266118522252
10.53125,0.0
10.5625,0.0
10.59375,0.0
10.625,171.19324450573015
10.65625,0.0
10.6875,0.0
10.71875,0.0
10.75,0.0
10.78125,0.0
10.8125,0.0
10.84375,0.0
10.875,3682.8403645699777
10.90625,0.0
10.9375,0.0
10.96875,0.0
11.0,0.0
11.03125,3771.516845975154
11.0625,3875.3908378683923
11.09375,0.0
11.125,7882.626313281734
11.15625,0.0
11.1875,0.0
11.21875,0.0
11.25,0.0
11.28125,0.0
11.3125,0.0
11.34375,0.0
11.375,10970.56823182778
11.40625,0.0
11.4375,0.0
11.46875,0.0
11.5,4257.545206383706
11.53125,11218.606856827486
11.5625,13643.861630993419
11.59375,0.0
11.625,0.0
11.65625,0.0
11.6875,0.0
11.71875,0.0
11.75,0.0
11.78125,8207.981020502993
11.8125,0.0
11.84375,13888.053093798511
11.875,4738.790162412485
11.90625,0.0
11.9375,8412.947116490202
11.96875,0.0
12.0,0.0
12.03125,0.0
12.0625,7334.705361906538
12.09375,0.0
12.125,0.0
12.15625,0.0
12.1875,0.0
12.21875,6214.410113528631
12.25,12102.164987836184
12.28125,0.0
12.3125,0.0
12.34375,0.0
12.375,0.0
12.40625,0.0
12.4375,0.0
12.46875,0.0
12.5,11776.743569153083
12.53125,0.0
12.5625,0.0
12.59375,7635.3905039915935
12.625,2159.941819065327
12.65625,0.0
12.6875,0.0
12.71875,0.0
12.75,8129.39892032627
12.78125,0.0
12.8125,0.0
12.84375,8233.847760090388
12.875,2751.68293022659
12.90625,0.0
12.9375,9253.93702593025
12.96875,2677.2612379773605
13.0,0.0
13.03125,0.0
13.0625,0.0
13.09375,1067.6831290473006
13.125,0.0
13.15625,0.0
13.1875,5839.654567074226
13.21875,0.0
13.25,0.0
13.28125,0.0
13.3125,10549.366464186945
13.34375,96.0666470217475
13.375,0.0
13.40625,12642.156520897539
13.4375,1454.1566634434294
13.46875,0.0
13.5,0.0
13.53125,0.0
13.5625,0.0
13.59375,0.0
13.625,0.0
13.65625,0.0
13.6875,0.0
13.71875,0.0
13.75,0.0
13.78125,0.0
13.8125,6363.738419001249
13.84375,5120.941207097003
13.875,13553.619954365926
13.90625,0.0
13.9375,0.0
13.96875,0.0
14.0,0.0
14.03125,3071.5848160805604
14.0625,0.0
14.09375,0.0
14.125,0.0
14.15625,11237.38253335107
14.1875,0.0
14.21875,0.0
14.25,7782.232512534409
14.28125,0.0
14.3125,0.0
14.34375,8603.799636942991
14.375,0.0
14.40625,0.0
14.4375,0.0
14.46875,8425.977258210984
14.5,0.0
14.53125,5009.007692824685
14.5625,7688.18461954243
14.59375,0.0
14.625,0.0
14.65625,0.0
14.6875,6334.174613774242
14.71875,0.0
14.75,0.0
14.78125,0.0
14.8125,0.0
14.84375,10289.438797606157
14.875,10701.579670447061
14.90625,0.0
14.9375,0.0
14.96875,0.0
15.0,0.0
15.03125,0.0
15.0625,0.0
15.09375,0.0
15.125,13808.608873727177
15.15625,0.0
15.1875,14512.522758469246
15.21875,8907.696645345333
15.25,0.0
15.28125,0.0
15.3125,0.0
15.34375,0.0
15.375,12982.698307884084
15.40625,0.0
15.4375,0.0
15.46875,5469.941778817252
15.5,0.0
15.53125,0.0
15.5625,4467.627320703441
15.59375,0.0
15.625,0.0
15.65625,0.0
15.6875,0.0
15.71875,0.0
15.75,0.0
15.78125,0.0
15.8125,0.0
15.84375,2665.2993259612686
15.875,0.0
15.90625,0.0
15.9375,0.0
15.96875,13300.75249541764
16.0,4433.4539601236465
16.03125,0.0
16.0625,4741.06085066419
16.09375,0.0
16.125,0.0
16.15625,1488.535877539064
16.1875,12025.4917292449
16.21875,0.0
16.25,0.0
16.28125,0.0
16.3125,0.0
16.34375,12189.217037828164
16.375,0.0
16.40625,3824.4494094589886
16.4375,0.0
16.46875,6638.177272531727
16.5,847.3631192341829
16.53125,0.0
16.5625,0.0
16.59375,0.0
16.625,0.0
16.65625,0.0
16.6875,0.0
16.71875,5485.090622185729
16.75,14884.278870963166
16.78125,10953.9614307265
16.8125,0.0
16.84375,12944.935242349065
16.875,496.81992773958405
16.90625,0.0
16.9375,10887.890051558172
16.96875,0.0
17.0,0.0
17.03125,358.1810283679132
17.0625,0.0
17.09375,0.0
17.125,6613.714587886874
17.15625,0.0
17.1875,0.0
17.21875,0.0
17.25,0.0
17.28125,0.0
17.3125,0.0
17.34375,2572.8645521558924
17.375,0.0
17.40625,0.0
17.4375,14324.061565942968
17.46875,0.0
17.5,0.0
17.53125,0.0
17.5625,0.0
17.59375,0.0
17.625,13434.21513973451
17.65625,9517.172215518416
17.6875,0.0
17.71875,0.0
17.75,0.0
17.78125,0.0
17.8125,2550.488978972793
17.84375,0.0
17.875,0.0
17.90625,14060.11340514643
17.9375,0.0
17.96875,0.0
18.0,0.0
18.03125,6914.628933712649
18.0625,0.0
18.09375,0.0
18.125,0.0
18.15625,0.0
18.1875,3370.06127909741
18.21875,0.0
18.25,0.0
18.28125,8386.046149425198
18.3125,0.0
18.34375,9926.077668833244
18.375,0.0
18.40625,0.0
18.4375,0.0
18.46875,0.0
18.5,0.0
18.53125,1697.129707554127
18.5625,0.0
18.59375,0.0
18.625,0.0
18.65625,0.0
18.6875,0.0
18.71875,0.0
18.75,0.0
18.78125,1641.10779615671
18.8125,0.0
18.84375,0.0
18.875,0.0
18.90625,0.0
18.9375,0.0
18.96875,0.0
19.0,0.0
19.03125,0.0
19.0625,986.475612632644
19.09375,0.0
19.125,0.0
19.15625,0.0
19.1875,9307.688104125093
19.21875,14510.496261550927
19.25,7584.744669080037
19.28125,14899.813264767892
19.3125,0.0
19.34375,13387.668242328395
19.375,0.0
19.40625,0.0
19.4375,5805.788684677262
19.46875,0.0
19.5,0.0
19.53125,0.0
19.5625,0.0
19.59375,12302.275941081496
19.625,0.0
19.65625,9182.146924255834
19.6875,0.0
19.71875,14215.995664307415
19.75,0.0
19.78125,0.0
19.8125,0.0
19.84375,3173.935131868444
19.875,9874.122005144727
19.90625,10850.069600023255
19.9375,0.0
19.96875,0.0
20.0,8613.374185872517
20.03125,0.0
20.0625,0.0
20.09375,7373.051751631914
20.125,4241.003127172204
20.15625,0.0
20.1875,0.0
20.21875,0.0
20.25,0.0
20.28125,0.0
20.3125,0.0
20.34375,0.0
20.375,0.0
20.40625,12098.665191211476
20.4375,0.0
20.46875,0.0
20.5,5130.073026501992
20.53125,8822.97698784038
20.5625,0.0
20.59375,0.0
20.625,3285.2573918044213
20.65625,0.0
20.6875,12264.630600094843
20.71875,0.0
20.75,0.0
20.78125,0.0
20.8125,0.0
20.84375,0.0
20.875,0.0
20.90625,74.87894304843867
20.9375,0.0
20.96875,0.0
21.0,0.0
21.03125,0.0
21.0625,3746.071065033808
21.09375,0.0
21.125,5354.116706220658
21.15625,11589.99310055553
21.1875,0.0
21.21875,4158.067163097107
21.25,9162.684132718445
21.28125,0.0
21.3125,0.0
21.34375,7402.720266251892
21.375,0.0
21.40625,3260.287317576849
21.4375,0.0
21.46875,1432.251226067911
21.5,5280.418243384309
21.53125,4035.9045181509528
21.5625,7562.854253882908
21.59375,0.0
21.625,0.0
21.65625,0.0
21.6875,0.0
21.71875,0.0
21.75,0.0
21.78125,0.0
21.8125,11077.877929991751
21.84375,0.0
21.875,0.0
21.90625,0.0
21.9375,0.0
21.96875,0.0
22.0,0.0
22.03125,0.0
22.0625,0.0
22.09375,0.0
22.125,2453.0498777550406
22.15625,0.0
22.1875,0.0
22.21875,0.0
22.25,0.0
22.28125,0.0
22.3125,0.0
22.34375,1351.7702967428459
22.375,0.0
22.40625,3290.036808029698
22.4375,0.0
22.46875,14657.463178075086
22.5,0.0
22.53125,5869.463277849518
22.5625,9166.861588905254
22.59375,0.0
22.625,0.0
22.65625,0.0
22.6875,0.0
22.71875,0.0
22.75,0.0
22.78125,0.0
22.8125,4501.537690741488
22.84375,0.0
22.875,1187.7353436959288
22.90625,0.0
22.9375,1530.2215571459426
22.96875,0.0
23.0,0.0
23.03125,0.0
23.0625,8735.21747459618
23.09375,0.0
23.125,12854.600000381186
23.15625,0.0
23.1875,13865.675425374087
23.21875,0.0
23.25,0.0
23.28125,0.0
23.3125,10466.126554423117
23.34375,7650.584568994461
23.375,0.0
23.40625,0.0
23.4375,0.0
23.46875,0.0
23.5,0.0
23.53125,0.0
23.5625,1684.1937182802064
23.59375,0.0
23.625,0.0
23.65625,3024.634961073422
23.6875,0.0
23.71875,0.0
23.75,0.0
23.78125,11307.216129969498
23.8125,3032.3343323695485
23.84375,0.0
23.875,0.0
23.90625,0.0
23.9375,0.0
23.96875,7908.519788111328
24.0,0.0
24.03125,0.0
24.0625,0.0
24.09375,0.0
24.125,11151.761669227899
24.15625,2180.229648064028
24.1875,0.0
24.21875,0.0
24.25,0.0
24.28125,0.0
24.3125,0.0
24.34375,0.0
24.375,402.22373612342045
24.40625,6349.632119514698
24.4375,0.0
24.46875,0.0
24.5,0.0
24.53125,0.0
24.5625,0.0
24.59375,0.0
24.625,0.0
24.65625,0.0
24.6875,0.0
24.71875,0.0
24.75,0.0
24.78125,0.0
24.8125,0.0
24.84375,9090.752467687498
24.875,0.0
24.90625,7776.694216494197
24.9375,0.0
24.96875,0.0
25.0,148.65806977236497
25.03125,1216.807116519072
25.0625,0.0
25.09375,0.0
25.125,290.5336710162032
25.15625,0.0
25.1875,0.0
25.21875,0.0
25.25,5329.966647770977
25.28125,0.0
25.3125,0.0
25.34375,0.0
25.375,2174.5215686196025
25.40625,0.0
25.4375,0.0
25.46875,0.0
25.5,0.0
25.53125,0.0
25.5625,0.0
25.59375,0.0
25.625,183.8401758210101
25.65625,14472.306145512755
25.6875,0.0
25.71875,7919.817103769775
25.75,0.0
25.78125,0.0
25.8125,0.0
25.84375,0.0
25.875,0.0
25.90625,0.0
25.9375,0.0
25.96875,0.0
26.0,0.0
26.03125,0.0
26.0625,8920.785866271264
26.09375,8745.182456159186
26.125,0.0
26.15625,0.0
26.1875,0.0
26.21875,0.0
26.25,0.0
26.28125,14050.665216382837
26.3125,0.0
26.34375,0.0
26.375,0.0
26.40625,4175.972642109099
26.4375,0.0
26.46875,0.0
26.5,0.0
26.53125,0.0
26.5625,0.0
26.59375,1180.757361596021
26.625,9345.960152905995
26.65625,0.0
26.6875,0.0
26.71875,0.0
26.75,0.0
26.78125,0.0
26.8125,13265.291117484783
26.84375,0.0
26.875,0.0
26.90625,0.0
26.9375,0.0
26.96875,9545.76122526018
27.0,0.0
27.03125,0.0
27.0625,0.0
27.09375,836.4371771105273
27.125,0.0
27.15625,0.0
27.1875,2612.862734426361
27.21875,3189.9899710915115
27.25,0.0
27.28125,0.0
27.3125,0.0
27.34375,0.0
27.375,0.0
27.40625,0.0
27.4375,0.0
27.46875,0.0
27.5,0.0
27.53125,0.0
27.5625,0.0
27.59375,8451.830329207078
27.625,0.0
27.65625,0.0
27.6875,0.0
27.71875,0.0
27.75,4683.842750966272
27.78125,0.0
27.8125,0.0
27.84375,9746.792070988135
27.875,0.0
27.90625,3006.979374084964
27.9375,0.0
27.96875,0.0
28.0,0.0
28.03125,0.0
28.0625,0.0
28.09375,0.0
28.125,0.0
28.15625,0.0
28.1875,0.0
28.21875,0.0
28.25,0.0
28.28125,0.0
28.3125,5530.029403349534
28.34375,4426.118146707483
28.375,0.0
28.40625,0.0
28.4375,0.0
28.46875,3249.070990866354
28.5,9335.956261055162
28.53125,0.0
28.5625,0.0
28.59375,0.0
28.625,0.0
28.65625,0.0
28.6875,0.0
28.71875,11162.896596931883
28.75,0.0
28.78125,2188.835195040205
28.8125,0.0
28.84375,0.0
28.875,0.0
28.90625,0.0
28.9375,0.0
28.96875,5226.938529533647
29.0,6950.756691675191
29.03125,0.0
29.0625,0.0
29.09375,0.0
29.125,0.0
29.15625,0.0
29.1875,12504.722446546328
29.21875,666.11439792231
29.25,0.0
29.28125,0.0
29.3125,0.0
29.34375,8690.58587359436
29.375,0.0
29.40625,0.0
29.4375,0.0
29.46875,0.0
29.5,5337.953149996605
29.53125,9742.07058908986
29.5625,0.0
29.59375,0.0
29.625,11984.708135371204
29.65625,7581.648677125034
29.6875,11359.371084351653
29.71875,13790.125963381264
29.75,0.0
29.78125,9935.129343087616
29.8125,0.0
29.84375,10270.796638896827
29.875,0.0
29.90625,0.0
29.9375,0.0
29.96875,0.0
30.0,0.0
30.03125,11972.718771385631
30.0625,8323.492192924126
30.09375,711.890509893347
30.125,0.0
30.15625,8626.38200170851
30.1875,6970.315158084099
30.21875,0.0
30.25,0.0
30.28125,1808.007907826048
30.3125,0.0
30.34375,0.0
30.375,0.0
30.40625,10770.127482657083
30.4375,0.0
30.46875,14012.14190158619
30.5,0.0
30.53125,0.0
30.5625,0.0
30.59375,1869.4996952155645
30.625,10682.041329347432
30.65625,0.0
30.6875,1021.961739660186
30.71875,0.0
30.75,0.0
30.78125,0.0
30.8125,5866.7128662890555
30.84375,0.0
30.875,5351.903383835799
30.90625,0.0
30.9375,0.0
30.96875,9437.157663986905
31.0,0.0
31.03125,0.0
31.0625,0.0
31.09375,0.0
31.125,0.0
31.15625,13679.775752868496
31.1875,0.0
31.21875,0.0
31.25,6614.173558382968
31.28125,0.0
31.3125,0.0
31.34375,0.0
31.375,0.0
31.40625,12548.459135354658
31.4375,7713.700039381432
31.46875,12337.377570056542
31.5,0.0
31.53125,14190.052765897608
31.5625,0.0
31.59375,0.0
31.625,0.0
31.65625,8082.080347710734
31.6875,0.0
31.71875,0.0
31.75,873.3108775309184
31.78125,0.0
31.8125,448.5718177573916
31.84375,0.0
31.875,0.0
31.90625,0.0
31.9375,12407.023898679858
31.96875,0.0
32.0,0.0
32.03125,0.0
32.0625,0.0
32.09375,14260.764767582792
32.125,0.0
32.15625,0.0
32.1875,0.0
32.21875,8753.470456240913
32.25,0.0
32.28125,10482.425683253405
32.3125,0.0
32.34375,0.0
32.375,0.0
32.40625,0.0
32.4375,0.0
32.46875,0.0
32.5,2215.5891903067477
32.53125,0.0
32.5625,0.0
32.59375,0.0
32.625,0.0
32.65625,0.0
32.6875,11209.585031964765
32.71875,7134.420259614043
32.75,0.0
32.78125,11492.219064635286
32.8125,6522.9772366555935
32.84375,4090.381804670146
32.875,0.0
32.90625,0.0
32.9375,0.0
32.96875,0.0
33.0,8244.691737433144
33.03125,0.0
33.0625,0.0
33.09375,0.0
33.125,11510.029502468458
33.15625,0.0
33.1875,0.0
33.21875,0.0
33.25,0.0
33.28125,11427.216105899715
33.3125,0.0
33.34375,0.0
33.375,13486.750494497335
33.40625,0.0
33.4375,0.0
33.46875,0.0
33.5,0.0
33.53125,0.0
33.5625,0.0
33.59375,5992.256156937618
33.625,0.0
33.65625,0.0
33.6875,0.0
33.71875,0.0
33.75,0.0
33.78125,10139.393325953135
33.8125,0.0
33.84375,2855.322241118206
33.875,0.0
33.90625,0.0
33.9375,0.0
33.96875,0.0
34.0,11681.214888092327
34.03125,0.0
34.0625,0.0
34.09375,10524.444146390018
34.125,8294.20518933893
34.15625,0.0
34.1875,0.0
34.21875,0.0
34.25,0.0
34.28125,7598.821291119104
34.3125,6635.596234636984
34.34375,0.0
34.375,6684.227768026803
34.40625,3429.284219831732
34.4375,13681.519818286433
34.46875,0.0
34.5,0.0
34.53125,0.0
34.5625,0.0
34.59375,6144.346215777134
34.625,0.0
34.65625,0.0
34.6875,0.0
34.71875,8626.436815420158
34.75,0.0
34.78125,0.0
34.8125,0.0
34.84375,0.0
34.875,1134.6559496238162
34.90625,0.0
34.9375,0.0
34.96875,0.0
35.0,0.0
35.03125,568.946625825199
35.0625,0.0
35.09375,0.0
35.125,0.0
35.15625,0.0
35.1875,0.0
35.21875,0.0
35.25,3002.6982832107096
35.28125,0.0
35.3125,0.0
35.34375,11899.29553496558
35.375,0.0
35.40625,0.0
35.4375,0.0
35.46875,0.0
35.5,0.0
35.53125,0.0
35.5625,0.0
35.59375,10700.988195120173
35.625,0.0
35.65625,0.0
35.6875,0.0
35.71875,0.0
35.75,0.0
35.78125,14311.80834734855
35.8125,0.0
35.84375,0.0
35.875,2401.1069610881505
35.90625,3427.972669249078
35.9375,0.0
35.96875,0.0
36.0,7441.478654752764
36.03125,0.0
36.0625,12662.673527706169
36.09375,0.0
36.125,12839.134387214892
36.15625,0.0
36.1875,0.0
36.21875,0.0
36.25,0.0
36.28125,0.0
36.3125,0.0
36.34375,0.0
36.375,0.0
36.40625,0.0
36.4375,0.0
36.46875,14438.408506867938
36.5,3629.6131931867453
36.53125,0.0
36.5625,11404.361683155703
36.59375,13625.083898687251
36.625,283.8477859309679
36.65625,0.0
36.6875,0.0
36.71875,0.0
36.75,0.0
36.78125,0.0
36.8125,0.0
36.84375,0.0
36.875,0.0
36.90625,0.0
36.9375,0.0
36.96875,2308.6968719095867
37.0,0.0
37.03125,0.0
37.0625,0.0
37.09375,0.0
37.125,0.0
37.15625,0.0
37.1875,14876.999086355474
37.21875,506.44846933118214
37.25,6340.684368950954
37.28125,0.0
37.3125,14212.31948984068
37.34375,0.0
37.375,0.0
37.40625,2692.640655256595
37.4375,0.0
37.46875,0.0
37.5,0.0
37.53125,0.0
37.5625,0.0
37.59375,0.0
37.625,0.0
37.65625,0.0
37.6875,0.0
37.71875,0.0
37.75,2193.510341730715
37.78125,6123.659556900965
37.8125,0.0
37.84375,8529.983002632214
37.875,0.0
37.90625,0.0
37.9375,8065.078257065887
37.96875,0.0
38.0,0.0
38.03125,0.0
38.0625,0.0
38.09375,369.216773588677
38.125,0.0
38.15625,0.0
38.1875,9298.575098110927
38.21875,0.0
38.25,0.0
38.28125,4772.161137689328
38.3125,0.0
38.34375,6907.157034347358
38.375,4516.987333414323
38.40625,0.0
38.4375,0.0
38.46875,0.0
38.5,13075.593404260051
38.53125,0.0
38.5625,1633.0855062934606
38.59375,0.0
38.625,0.0
38.65625,0.0
38.6875,6491.618751588159
38.71875,0.0
38.75,0.0
38.78125,0.0
38.8125,3333.5441465509707
38.84375,0.0
38.875,10075.779628742435
38.90625,940.204715613952
38.9375,7874.634887290779
38.96875,0.0
39.0,0.0
39.03125,0.0
39.0625,8604.73458059647
39.09375,1429.6866388877088
39.125,0.0
39.15625,7820.037257687115
39.1875,0.0
39.21875,0.0
39.25,0.0
39.28125,0.0
39.3125,0.0
39.34375,0.0
39.375,7096.2272405746535
39.40625,0.0
39.4375,0.0
39.46875,0.0
39.5,0.0
39.53125,0.0
39.5625,6167.238396976281
39.59375,647.4842554819926
39.625,11943.421267708303
39.65625,0.0
39.6875,12384.544550771585
39.71875,0.0
39.75,9108.90370756033
39.78125,0.0
39.8125,0.0
39.84375,1377.3971515769667
39.875,0.0
39.90625,7102.643136299241
39.9375,0.0
39.96875,0.0
40.0,0.0
40.03125,0.0
40.0625,11068.0377229809
40.09375,5000.300245928772
40.125,12827.572536988415
40.15625,7268.163147978311
40.1875,0.0
40.21875,0.0
40.25,0.0
40.28125,0.0
40.3125,0.0
40.34375,50.01412774068348
40.375,0.0
40.40625,0.0
40.4375,0.0
40.46875,0.0
40.5,2365.6783164034873
40.53125,0.0
40.5625,0.0
40.59375,0.0
40.625,0.0
40.65625,0.0
40.6875,0.0
40.71875,0.0
40.75,0.0
40.78125,0.0
40.8125,0.0
40.84375,0.0
40.875,260.33980543302306
40.90625,0.0
40.9375,1614.9880712724696
40.96875,0.0
41.0,0.0
41.03125,3513.496296974771
41.0625,7347.0589083102595
41.09375,0.0
41.125,0.0
41.15625,0.0
41.1875,0.0
41.21875,0.0
41.25,0.0
41.28125,2897.3410867321777
41.3125,14374.448878140496
41.34375,0.0
41.375,0.0
41.40625,0.0
41.4375,5968.439664030493
41.46875,0.0
41.5,0.0
41.53125,0.0
41.5625,0.0
41.59375,0.0
41.625,0.0
41.65625,0.0
41.6875,10908.371295726287
41.71875,1996.4865218978855
41.75,6646.033561750496
41.78125,12204.351567019286
41.8125,1078.0003239640168
41.84375,0.0
41.875,0.0
41.90625,0.0
41.9375,14108.055726683027
41.96875,5033.862087500315
42.0,5891.7441587923695
42.03125,0.0
42.0625,0.0
42.09375,2534.4075254341906
42.125,0.0
42.15625,0.0
42.1875,0.0
42.21875,0.0
42.25,12735.92525839543
42.28125,0.0
42.3125,0.0
42.34375,0.0
42.375,8655.323257164531
42.40625,0.0
42.4375,2640.575318368418
42.46875,0.0
42.5,0.0
42.53125,0.0
42.5625,0.0
42.59375,0.0
42.625,0.0
42.65625,10204.247474565076
42.6875,0.0
42.71875,0.0
42.75,0.0
42.78125,0.0
42.8125,0.0
42.84375,0.0
42.875,0.0
42.90625,0.0
42.9375,0.0
42.96875,2082.2579902343064
43.0,0.0
43.03125,0.0
43.0625,0.0
43.09375,0.0
43.125,12998.662417729527
43.15625,0.0
43.1875,0.0
43.21875,11240.004634017889
43.25,0.0
43.28125,2131.0350030242475
43.3125,0.0
43.34375,0.0
43.375,8093.79971069456
43.40625,0.0
43.4375,0.0
43.46875,0.0
43.5,0.0
43.53125,0.0
43.5625,10139.633971853014
43.59375,0.0
43.625,0.0
43.65625,0.0
43.6875,0.0
